Time,Temperature,Humidity,Pressure,Altitude, PM1,PM2,PM3
1630653695.7877364,23.6443359375,34.429297927356416,1002.8242413375326,87.14025046642821,7168,0,256
1630653696.956701,23.613671875,34.55411103800906,1002.8053079770924,87.2021970464303,7168,0,256
1630653698.1246407,23.5728515625,34.47429348339678,1002.7994317378262,87.19310275941699,7168,0,256
1630653699.2927146,23.511328125,34.54920787110769,1002.7965915383523,87.36971102715214,7168,0,256
1630653700.4609592,23.3783203125,34.484444367766265,1002.8297774176972,87.36761032328033,7168,0,256
1630653701.6291754,23.260546875,34.8137369652631,1002.8433766069969,87.01463994338962,7168,0,256
1630653702.798677,23.209375,34.8536389199237,1002.8235815933435,86.9646146328886,7168,0,256
1630653703.9666157,23.1224609375,34.998229455530186,1002.8487592251645,87.11951612097742,7168,0,256
1630653705.1346135,23.0302734375,34.918435943802635,1002.7930863471106,87.00196631539876,7168,0,256
1630653706.3027308,22.9689453125,34.95331182503096,1002.7996939727573,87.42015351246326,7168,0,256
1630653707.4709747,22.9791015625,35.411805291089344,1002.8025970251422,87.260379042835,7168,0,256
1630653708.6391048,22.9177734375,35.35193798997323,1002.8273760731402,87.32113363554284,7168,0,256
1630653709.8080406,22.8716796875,35.51128505060864,1002.8322065175194,86.88330551377526,7168,0,256
1630653710.9761999,22.8103515625,35.511203469972386,1002.8433298825018,87.18369235965179,7168,0,256
1630653712.1443357,22.784765625,35.819979082955825,1002.8113827403035,87.2133410731076,7168,0,256
1630653713.312503,22.7232421875,35.944331628108884,1002.8231885021269,87.16167579050494,7168,0,256
1630653714.480763,22.6669921875,35.889414379356325,1002.8508070471769,86.8854628900319,7168,0,256
1630653715.6488647,22.6771484375,36.1533457997727,1002.8342079452783,87.2158870344226,7168,0,256
1630653716.8170667,22.6259765625,35.91424441911486,1002.8201876910366,87.10888984509458,7168,0,256
1630653717.9872124,22.6158203125,36.212910464926594,1002.8083729233716,86.9945296537525,7168,0,256
1630653719.1553493,22.52890625,35.988644104679075,1002.8188688423724,86.99498452453435,7168,0,256
1630653720.323848,22.4828125,35.9287774279023,1002.8308661350071,87.04405026565082,7168,0,256
1630653721.4919596,22.446875,35.92865469124522,1002.8379126148519,87.20366693005336,7168,0,256
1630653722.6599617,22.375390625,35.98827187777675,1002.8476068974652,86.94233806608013,7168,0,256
1630653723.8280032,22.3650390625,36.047863435649425,1002.8205842486759,87.3992193933381,7168,0,256
1630653724.9959345,22.34453125,36.10750560293324,1002.8219618350303,87.05207069742262,7168,0,256
1630653726.1639822,22.3498046875,36.16717468953714,1002.8018197444777,87.16302660062867,7168,0,256
1630653727.334203,22.329296875,36.246721076069726,1002.8454505705549,87.05742751296286,7168,0,256
1630653728.5025363,22.3138671875,36.23177961861077,1002.8398548249249,87.30669318527674,7168,0,256
1630653729.670819,22.3037109375,36.48547934493053,1002.8108037281102,87.2373480795584,7168,0,256
1630653730.8398795,22.283203125,36.36100578690378,1002.8019440121224,87.30597155454889,7168,0,256
1630653732.0079453,22.293359375,36.72412296564917,1002.8333265796097,87.18688068494595,7168,0,256
1630653733.1759021,22.28828125,36.90324588638438,1002.8214050245253,87.20110636086723,7168,0,256
1630653734.3440015,22.293359375,36.86340787557751,1002.8131462509548,87.04855168228032,7168,0,256
1630653735.5122406,22.273046875,36.60464363118885,1002.8425945294116,87.22814177491452,7168,0,256
1630653736.6803796,22.2626953125,36.534992068166524,1002.8036336042048,87.25587747605675,7168,0,256
1630653737.8498118,22.23203125,36.48511194747954,1002.7983933224056,87.247069238383,7168,0,256
1630653739.0183687,22.2525390625,36.664325997710726,1002.7881263740277,87.21427395109731,7168,0,0
1630653740.186499,22.2525390625,36.79358574769815,1002.8174980888779,87.15880283419781,7168,0,0
1630653741.3545804,22.2626953125,36.87815452277146,1002.7996877991582,87.37220107711711,7168,0,0
1630653742.5227902,22.23203125,36.64429858516312,1002.821193724889,87.16386648675486,7168,0,0
1630653743.6908414,22.170703125,36.61423949378874,1002.7988204841089,87.08548366224197,7168,0,0
1630653744.8606603,22.1451171875,36.53454872642457,1002.8005007644989,87.35407887132986,7168,0,0
1630653746.0290942,22.1041015625,36.65368193758,1002.8167415455491,87.53359955244672,7168,0,0
1630653747.1974564,22.0580078125,36.71313170436002,1002.8204174540247,87.17292874258933,7168,0,0
1630653748.3666718,22.032421875,36.81242989390021,1002.7956701204224,87.44159372001685,7168,0,0
1630653749.5355687,22.0119140625,37.239793814275856,1002.8164993551202,87.30279254914683,7168,0,0
1630653750.7038786,21.98125,37.478179129233126,1002.8125586785068,87.15563021464519,7168,0,0
1630653751.8731854,21.9455078125,37.55738657241739,1002.8016810248118,87.53523868988118,7168,0,0
1630653753.0417542,22.0171875,38.15413322459866,1002.7382273552164,87.46091313476352,7168,0,256
1630653754.210347,22.032421875,37.95542207598821,1002.8280402337846,87.36387308822705,7168,0,256
1630653755.3802388,21.9916015625,37.5875346028076,1002.7917498276415,87.16124587213288,7168,0,256
1630653756.548357,21.98125,37.438393116807546,1002.7960493601926,87.44672830034845,7168,0,256
1630653757.7164454,21.93515625,37.32876070211052,1002.8234815734188,87.30497849183166,7168,0,256
1630653758.8861072,21.8583984375,37.1196648654263,1002.8030332482535,87.4349996911931,7168,0,256
1630653760.0544848,21.781640625,37.08951713665221,1002.7941212754396,87.30742228438866,7168,0,0
1630653761.2230372,21.73046875,37.20341694889389,1002.8314130026996,86.87233797844985,7168,0,0
1630653762.3917196,21.7099609375,37.32746158555158,1002.7997183322157,87.2658753347056,7168,0,0
1630653763.560392,21.7099609375,37.18833959377272,1002.8066430708739,87.096855494913,7168,0,0
1630653764.729587,21.6896484375,37.21798924743653,1002.8148839239043,87.29924224813101,7168,0,0
1630653765.8984017,21.61796875,37.307039152096074,1002.7871061512112,87.53792427969314,7168,0,256
1630653767.066559,21.5974609375,37.50545146279572,1002.7814876437998,87.51862032420843,7168,0,256
1630653768.2346725,21.628125,37.629778141885,1002.7788724171602,87.66529972998688,7168,0,256
1630653769.40284,21.6384765625,37.664532832082216,1002.7613746720741,87.46574691859769,7168,0,256
1630653770.5709302,21.628125,37.92277515114635,1002.7735885999537,87.5406112166604,7168,0,256
1630653771.739521,21.6076171875,37.66935653424514,1002.8078865845587,87.40218788264383,7168,0,256
1630653772.9081032,21.5974609375,37.76857670635773,1002.7847875102993,87.65715614185412,7168,0,256
1630653774.0761273,21.5974609375,37.73382547601302,1002.7963370455122,87.32747763353399,7168,0,256
1630653775.244273,21.612890625,37.887796092254916,1002.7755564318069,87.49079127546807,7168,0,256
1630653776.4127688,21.5974609375,37.78354258921068,1002.7946871116758,87.54632734533644,7168,0,256
1630653777.5804608,21.5923828125,37.73871696097414,1002.7616703467012,87.47986319396405,7168,0,256
